PercentObese,SE,StartYear,EndYear,MinAge,MaxAge,All,F,M
14.75593777,-1.416119684,2013,1998,3,1,0,1,0
12.07122324,-0.578473433,2014,1995,7,11,0,1,1
18.18980985,-1.66294383,2012,1998,6,21,0,1,0
11.32493888,-1.185091622,1964,1977,5,5,0,0,1
13.43594829,-1.521465617,2015,2002,7,6,1,0,1
23.42399684,-1.355057005,2009,1970,6,18,0,0,1
19.31311269,-1.719857033,2019,1966,1,18,1,0,0
14.71508788,-1.906729371,2016,1998,1,4,0,1,0
17.43196637,-1.672417418,2007,1987,5,7,1,0,0
19.76356006,-1.691353735,2011,1999,7,10,0,0,1
11.30631788,-0.684240796,2007,2004,7,8,0,1,0
15.8371712,-2.02821515,2012,2000,7,11,0,0,1
21.05926414,-2.488105833,2009,1995,5,4,0,0,1
16.15257013,-0.998288768,2016,1988,5,12,0,0,1
19.58792557,-0.408039305,2020,2000,5,7,0,0,0
22.80486574,-1.187795287,2001,2001,7,11,0,0,1
15.7229523,-1.173669924,2014,2010,5,4,0,1,0
19.43583814,-0.984941973,2014,2002,3,21,0,0,0
20.86671977,-1.485239744,2021,2001,5,18,0,0,0
8.102806892,-1.921396338,2008,2000,14,16,0,0,0
11.66954231,-1.221670548,1999,1997,5,6,1,0,1
20.82473558,-1.839676938,2007,1996,7,13,1,0,1
18.51597629,-1.624775223,2006,1998,4,11,0,0,0
19.19786804,-1.890209102,2011,1994,7,6,0,0,0
6.773120397,-0.735522482,2017,2000,6,8,0,1,1
17.10234695,-1.53706404,2022,1997,6,6,1,0,0
9.682680649,-1.454922409,2008,1990,6,19,0,1,1
17.46840674,-0.645599439,2011,1973,-1,3,0,1,0
17.81786904,-1.599007566,2003,1993,6,21,0,0,0
12.53441562,-1.554373299,2009,1982,1,9,0,0,0
12.30601319,-1.409359001,2010,1974,12,8,0,0,0
18.9333478,-0.738005821,2016,2006,2,4,0,0,0
24.29589377,-0.726933136,2000,2009,7,12,0,0,0
20.53828844,-1.007246158,2018,1994,3,3,0,0,0
17.16824217,-1.311551225,2008,2011,4,7,0,0,0
11.77669246,-1.437006052,2010,1996,7,22,0,1,0
6.946018524,-1.376211992,2021,1995,6,19,0,0,1
14.9302261,-0.954839111,2011,2010,6,7,0,0,1
17.43339222,-2.54131438,2006,1989,7,6,0,0,1
20.71101714,-2.032982948,2009,1998,7,5,0,1,0
14.92682161,-0.570772463,2012,2005,4,10,0,1,1
12.45109367,-0.761147725,2019,2001,3,16,0,0,1
20.84091963,-1.710012167,2020,1996,14,6,0,0,0
8.993772498,-1.325964797,2010,1999,5,11,1,0,0
20.70931976,-1.784054806,2011,1985,5,4,0,1,1
18.11855291,-0.747604103,2012,1991,14,4,1,1,0
13.34061676,-0.876054744,2009,2002,5,6,0,0,0
11.15167831,-1.925061588,2006,1998,12,21,0,0,0
22.7580318,-2.06369979,2000,1995,6,5,0,0,1
8.707827054,-0.510175984,2012,1997,13,11,0,0,0
23.37798018,-1.580823553,2009,1995,13,15,0,0,0
21.50548529,-0.682585681,2014,2001,15,6,0,0,1
8.284539114,-1.430772557,2013,1990,5,6,0,0,0
25.39935843,-2.254834269,2010,2004,6,9,0,0,0
19.94574918,-2.049824778,2018,2009,13,12,0,1,0
23.34662561,-1.580146328,2004,2005,14,5,0,0,0
13.42712495,-1.167368519,2012,1989,13,6,0,1,0
19.29120407,-1.430187455,2015,1994,7,20,0,0,1
18.89915291,-1.333384399,2010,1993,7,5,1,0,0
18.45908379,-0.49358904,2007,2004,7,9,0,1,0
2.577509944,-0.643725992,2003,1969,3,7,1,0,0
5.960369311,-2.142571389,2012,1988,7,8,0,0,0
15.92682059,-1.518674347,2003,2007,6,4,0,1,0
19.88675892,-0.917577917,2019,2002,7,21,0,0,0
22.54431853,-1.590845048,2013,2011,5,5,0,1,0
15.76748843,-0.237488122,2009,1995,6,3,1,1,0
20.24125532,-1.606107397,2010,2002,8,18,0,1,0
21.88557001,-1.187860712,1992,1980,6,4,1,0,1
17.64765015,-1.000561403,2014,2001,6,7,0,1,1
15.65760682,-0.838541902,2014,2001,7,3,0,1,1
22.32455797,-0.810950654,2018,2004,6,7,0,0,0
22.20879967,-0.386097709,2018,2003,6,15,1,1,0
17.53050784,-1.547562719,2001,1992,3,6,0,0,0
9.729440702,-1.953712357,2022,1956,14,3,1,0,1
19.66016171,-0.665775201,2013,2002,7,12,0,1,1
13.79230925,-1.072751056,2019,1996,4,3,0,0,0
21.2401117,-2.13325585,2018,1997,4,10,0,0,0
5.499984666,-1.865748233,2011,1982,7,2,0,0,0
17.85472499,-1.188957368,2016,1997,9,12,0,0,0
18.01627478,-1.133615427,2016,2008,2,4,0,0,0
17.34783621,-1.148924626,2015,2001,2,4,0,1,1
18.83758739,-2.053201712,2013,2000,7,4,0,1,0
21.97609386,-2.081456609,2019,2006,2,7,1,0,0
14.03304059,-1.330451643,2012,2008,7,10,0,1,1
14.73863028,-0.918196025,1992,1965,7,21,0,1,0
12.83951566,-0.528610372,2015,1991,3,4,0,0,0
6.358042105,-1.101868783,2015,1974,6,13,0,0,0
17.89670449,-0.716126465,2009,1998,7,6,0,1,0
19.95607441,-2.074654501,2009,1993,12,21,1,0,0
20.64561737,-0.818015515,1985,2001,8,3,0,0,0
23.23755565,-0.214809375,2012,2003,6,7,0,1,0
23.44606002,-1.649298097,2008,2013,5,9,1,0,0
23.33563127,-0.918251614,1998,1988,3,8,0,0,0
14.00823846,-0.913302761,2005,2004,14,20,0,0,0
16.71474328,-0.564794774,2006,2010,1,18,1,1,0
18.81189108,-2.083005501,2016,2006,6,11,0,0,0
12.29006851,-1.434429261,1998,1989,8,3,0,0,1
23.83292167,-0.958456767,2006,1995,3,12,0,0,0
14.03068905,-1.133718107,2009,1978,7,7,1,0,0
